Flag,Severity,Model,Period,Window,Horizon,Value,Note
OUTLIER_LOW,WARNING,SNN,2018_Trade_War,90,1,R2=0.4272 (median=0.8450),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2018_Trade_War,120,1,R2=0.1538 (median=0.8041),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2018_Trade_War,120,1,R2=0.3337 (median=0.8041),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2018_Trade_War,120,1,R2=0.3526 (median=0.8041),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2018_Trade_War,252,1,R2=0.0093 (median=0.8802),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2018_Trade_War,252,1,R2=0.4070 (median=0.8802),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2018_Trade_War,252,1,R2=-0.0795 (median=0.8802),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2020_COVID_Crash,30,1,R2=-0.3534 (median=0.7144),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2020_COVID_Crash,30,1,R2=0.0819 (median=0.7144),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2020_COVID_Crash,30,1,R2=0.3603 (median=0.7144),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2020_COVID_Crash,60,1,R2=-0.4247 (median=0.7872),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2020_COVID_Crash,60,1,R2=-0.0651 (median=0.7872),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2020_COVID_Crash,60,1,R2=-0.0572 (median=0.7872),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2020_COVID_Crash,90,1,R2=-0.0666 (median=0.7883),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2020_COVID_Crash,90,1,R2=-0.3254 (median=0.7883),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2020_COVID_Crash,90,1,R2=0.4046 (median=0.7883),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2020_COVID_Crash,90,1,R2=-0.0597 (median=0.7883),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2020_COVID_Crash,120,1,R2=-0.1833 (median=0.7401),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2020_COVID_Crash,120,1,R2=-0.2191 (median=0.7401),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2020_COVID_Crash,120,1,R2=0.0412 (median=0.7401),Significantly below peers
OUTLIER_LOW,WARNING,Bi-LSTM,2020_COVID_Crash,252,1,R2=0.4675 (median=0.7633),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2020_COVID_Crash,252,1,R2=-0.2995 (median=0.7633),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2020_COVID_Crash,252,1,R2=-0.0239 (median=0.7633),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2020_COVID_Crash,252,1,R2=0.1800 (median=0.7633),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2022_Rate_Hike,30,1,R2=-0.1156 (median=0.9098),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2022_Rate_Hike,30,5,R2=-0.2876 (median=0.7604),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2022_Rate_Hike,30,5,R2=0.3243 (median=0.7604),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2022_Rate_Hike,60,1,R2=-0.4143 (median=0.8786),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2022_Rate_Hike,60,1,R2=0.4775 (median=0.8786),Significantly below peers
OUTLIER_LOW,WARNING,Bi-LSTM,2022_Rate_Hike,60,5,R2=0.3721 (median=0.7730),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2022_Rate_Hike,60,5,R2=-1.3269 (median=0.7730),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2022_Rate_Hike,60,5,R2=0.4406 (median=0.7730),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2022_Rate_Hike,90,1,R2=-1.6032 (median=0.9067),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2022_Rate_Hike,90,5,R2=-2.1369 (median=0.7575),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2022_Rate_Hike,90,5,R2=-0.4480 (median=0.7575),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2022_Rate_Hike,120,1,R2=-1.7579 (median=0.9069),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2022_Rate_Hike,120,1,R2=0.2635 (median=0.9069),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2022_Rate_Hike,120,5,R2=-1.7877 (median=0.7784),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2022_Rate_Hike,252,1,R2=-2.2232 (median=0.9058),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2022_Rate_Hike,252,1,R2=-0.1892 (median=0.9058),Significantly below peers
OUTLIER_LOW,WARNING,Bi-RNN,2022_Rate_Hike,252,5,R2=-0.1865 (median=0.7040),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2022_Rate_Hike,252,5,R2=-2.3990 (median=0.7040),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2022_Rate_Hike,252,5,R2=0.1961 (median=0.7040),Significantly below peers
OUTLIER_LOW,WARNING,Ensemble,2022_Rate_Hike,252,5,R2=0.4419 (median=0.7040),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,30,1,R2=-0.6056 (median=0.9412),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2023_AI_Wave,30,5,R2=0.4050 (median=0.8396),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,30,5,R2=-1.7926 (median=0.8396),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2023_AI_Wave,60,1,R2=-0.6092 (median=0.9483),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,60,1,R2=-3.1843 (median=0.9483),Significantly below peers
OUTLIER_LOW,WARNING,Ensemble,2023_AI_Wave,60,1,R2=0.4776 (median=0.9483),Significantly below peers
OUTLIER_LOW,WARNING,Bi-LSTM,2023_AI_Wave,60,5,R2=0.2058 (median=0.8311),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,60,5,R2=-2.2881 (median=0.8311),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,60,5,R2=0.4056 (median=0.8311),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,90,1,R2=-5.3697 (median=0.9440),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,90,1,R2=0.3356 (median=0.9440),Significantly below peers
OUTLIER_LOW,WARNING,Bi-LSTM,2023_AI_Wave,90,5,R2=0.3300 (median=0.8294),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2023_AI_Wave,90,5,R2=-0.4247 (median=0.8294),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,90,5,R2=-0.9147 (median=0.8294),Significantly below peers
OUTLIER_LOW,WARNING,Ensemble,2023_AI_Wave,90,5,R2=0.4730 (median=0.8294),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,90,5,R2=0.2089 (median=0.8294),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,120,1,R2=-0.2717 (median=0.9487),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,120,1,R2=-0.0596 (median=0.9487),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2023_AI_Wave,120,5,R2=0.3791 (median=0.8300),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,120,5,R2=-0.5720 (median=0.8300),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,120,5,R2=-0.1027 (median=0.8300),Significantly below peers
OUTLIER_LOW,WARNING,Bi-RNN,2023_AI_Wave,120,10,R2=0.3930 (median=0.7016),Significantly below peers
OUTLIER_LOW,WARNING,Bi-LSTM,2023_AI_Wave,120,10,R2=0.1689 (median=0.7016),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,120,10,R2=0.1381 (median=0.7016),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2023_AI_Wave,120,10,R2=0.1376 (median=0.7016),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,120,10,R2=-0.0856 (median=0.7016),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2023_AI_Wave,252,1,R2=0.2837 (median=0.9402),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,252,1,R2=0.4283 (median=0.9402),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,252,1,R2=-0.2544 (median=0.9402),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2023_AI_Wave,252,5,R2=-1.1339 (median=0.8057),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,252,5,R2=-0.0941 (median=0.8057),Significantly below peers
OUTLIER_LOW,WARNING,PatchTST,2023_AI_Wave,252,5,R2=-1.8776 (median=0.8057),Significantly below peers
OUTLIER_LOW,WARNING,SNN,2023_AI_Wave,252,5,R2=-0.3247 (median=0.8057),Significantly below peers
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,60,5,MAE=0.0611,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,120,5,MAE=0.0610,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2020_COVID_Crash,30,5,MAE=0.0502,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2020_COVID_Crash,60,5,MAE=0.0694,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2020_COVID_Crash,60,10,MAE=0.0511,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Mamba,2020_COVID_Crash,60,10,MAE=0.0569,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2020_COVID_Crash,60,10,MAE=0.0586,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2020_COVID_Crash,90,5,MAE=0.0560,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2020_COVID_Crash,90,10,MAE=0.0510,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2020_COVID_Crash,120,5,MAE=0.0653,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2020_COVID_Crash,120,10,MAE=0.0577,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2020_COVID_Crash,252,10,MAE=0.0596,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Mamba,2020_COVID_Crash,252,10,MAE=0.0522,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2020_COVID_Crash,252,10,MAE=0.0579,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,30,5,MAE=0.0502,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,30,10,MAE=0.0543,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,60,1,MAE=0.0550,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,60,5,MAE=0.0713,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,60,10,MAE=0.0754,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,90,1,MAE=0.0780,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,90,5,MAE=0.0844,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2022_Rate_Hike,90,5,MAE=0.0542,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,90,10,MAE=0.0771,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,120,1,MAE=0.0821,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,120,5,MAE=0.0785,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-LSTM,2022_Rate_Hike,120,10,MAE=0.0501,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,120,10,MAE=0.0937,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,252,1,MAE=0.0859,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2022_Rate_Hike,252,1,MAE=0.0502,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-RNN,2022_Rate_Hike,252,5,MAE=0.0509,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,252,5,MAE=0.0848,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,252,10,MAE=0.1271,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2023_AI_Wave,30,5,MAE=0.0630,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2023_AI_Wave,30,10,MAE=0.0659,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2023_AI_Wave,60,1,MAE=0.0785,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2023_AI_Wave,60,5,MAE=0.0667,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2023_AI_Wave,60,10,MAE=0.0572,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2023_AI_Wave,90,1,MAE=0.0995,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2023_AI_Wave,252,5,MAE=0.0532,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2023_AI_Wave,252,10,MAE=0.0794,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,30,1,MAE=0.1022,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,30,1,MAE=0.0701,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-RNN,2008_Financial_Crisis,30,5,MAE=0.0602,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,30,5,MAE=0.0646,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,30,5,MAE=0.0636,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,ARIMA,2008_Financial_Crisis,30,10,MAE=0.0512,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-RNN,2008_Financial_Crisis,30,10,MAE=0.0505,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-GRU,2008_Financial_Crisis,30,10,MAE=0.0549,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-LSTM,2008_Financial_Crisis,30,10,MAE=0.0587,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,30,10,MAE=0.0997,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Mamba,2008_Financial_Crisis,30,10,MAE=0.0665,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,30,10,MAE=0.0820,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Ensemble,2008_Financial_Crisis,30,10,MAE=0.0556,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,60,1,MAE=0.0843,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,60,1,MAE=0.0810,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-LSTM,2008_Financial_Crisis,60,5,MAE=0.0904,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,60,5,MAE=0.0982,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,60,5,MAE=0.0880,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Ensemble,2008_Financial_Crisis,60,5,MAE=0.0553,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,ARIMA,2008_Financial_Crisis,60,10,MAE=0.0522,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-RNN,2008_Financial_Crisis,60,10,MAE=0.0590,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-GRU,2008_Financial_Crisis,60,10,MAE=0.0709,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-LSTM,2008_Financial_Crisis,60,10,MAE=0.0578,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,60,10,MAE=0.1156,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Mamba,2008_Financial_Crisis,60,10,MAE=0.0727,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,60,10,MAE=0.1027,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Ensemble,2008_Financial_Crisis,60,10,MAE=0.0678,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,90,1,MAE=0.0961,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,90,1,MAE=0.0982,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-GRU,2008_Financial_Crisis,90,5,MAE=0.0629,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-LSTM,2008_Financial_Crisis,90,5,MAE=0.0562,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,90,5,MAE=0.1290,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Mamba,2008_Financial_Crisis,90,5,MAE=0.0925,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,90,5,MAE=0.1175,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Ensemble,2008_Financial_Crisis,90,5,MAE=0.0777,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,ARIMA,2008_Financial_Crisis,90,10,MAE=0.0520,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-RNN,2008_Financial_Crisis,90,10,MAE=0.1172,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-GRU,2008_Financial_Crisis,90,10,MAE=0.0631,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-LSTM,2008_Financial_Crisis,90,10,MAE=0.0567,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,90,10,MAE=0.1602,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Mamba,2008_Financial_Crisis,90,10,MAE=0.0773,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,90,10,MAE=0.1761,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Ensemble,2008_Financial_Crisis,90,10,MAE=0.0955,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,120,1,MAE=0.1667,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,120,1,MAE=0.0918,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-GRU,2008_Financial_Crisis,120,5,MAE=0.0610,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,120,5,MAE=0.1964,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,120,5,MAE=0.1033,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Ensemble,2008_Financial_Crisis,120,5,MAE=0.0689,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,ARIMA,2008_Financial_Crisis,120,10,MAE=0.0519,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-GRU,2008_Financial_Crisis,120,10,MAE=0.0970,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-LSTM,2008_Financial_Crisis,120,10,MAE=0.0542,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,120,10,MAE=0.1787,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Mamba,2008_Financial_Crisis,120,10,MAE=0.1023,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,120,10,MAE=0.0969,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Ensemble,2008_Financial_Crisis,120,10,MAE=0.0828,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-LSTM,2008_Financial_Crisis,252,1,MAE=0.0564,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,252,1,MAE=0.1248,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,252,1,MAE=0.1203,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-LSTM,2008_Financial_Crisis,252,5,MAE=0.0639,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,252,5,MAE=0.1832,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,252,5,MAE=0.1407,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Ensemble,2008_Financial_Crisis,252,5,MAE=0.0571,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,ARIMA,2008_Financial_Crisis,252,10,MAE=0.0516,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-RNN,2008_Financial_Crisis,252,10,MAE=0.0592,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-GRU,2008_Financial_Crisis,252,10,MAE=0.0691,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Bi-LSTM,2008_Financial_Crisis,252,10,MAE=0.0593,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2008_Financial_Crisis,252,10,MAE=0.1522,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Mamba,2008_Financial_Crisis,252,10,MAE=0.0610,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2008_Financial_Crisis,252,10,MAE=0.1482,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,Ensemble,2008_Financial_Crisis,252,10,MAE=0.0633,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2010_Euro_Debt_Crisis,120,10,MAE=0.0511,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2010_Euro_Debt_Crisis,252,1,MAE=0.0626,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2010_Euro_Debt_Crisis,252,1,MAE=0.0519,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2010_Euro_Debt_Crisis,252,5,MAE=0.0520,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2010_Euro_Debt_Crisis,252,5,MAE=0.0555,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2010_Euro_Debt_Crisis,252,10,MAE=0.0701,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2010_Euro_Debt_Crisis,252,10,MAE=0.0729,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2015_China_Crash,30,10,MAE=0.0501,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2015_China_Crash,60,10,MAE=0.0585,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2015_China_Crash,60,10,MAE=0.0514,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2015_China_Crash,90,1,MAE=0.0521,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2015_China_Crash,90,5,MAE=0.0595,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2015_China_Crash,90,5,MAE=0.0567,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2015_China_Crash,90,10,MAE=0.0566,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2015_China_Crash,90,10,MAE=0.0588,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2015_China_Crash,120,10,MAE=0.0726,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2015_China_Crash,252,1,MAE=0.0633,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2015_China_Crash,252,10,MAE=0.0665,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2018_Trade_War,60,1,MAE=0.0575,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2018_Trade_War,60,5,MAE=0.0677,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2018_Trade_War,60,10,MAE=0.0798,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2018_Trade_War,90,1,MAE=0.0604,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2018_Trade_War,90,5,MAE=0.0866,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2018_Trade_War,90,10,MAE=0.0900,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2018_Trade_War,120,1,MAE=0.0635,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2018_Trade_War,120,5,MAE=0.0801,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2018_Trade_War,120,10,MAE=0.0516,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2018_Trade_War,120,10,MAE=0.0796,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2018_Trade_War,252,1,MAE=0.0728,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2018_Trade_War,252,5,MAE=0.0774,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2018_Trade_War,252,10,MAE=0.0704,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2020_COVID_Crash,30,10,MAE=0.0503,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2020_COVID_Crash,60,5,MAE=0.0563,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2020_COVID_Crash,60,10,MAE=0.0614,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2020_COVID_Crash,90,5,MAE=0.0504,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2020_COVID_Crash,90,10,MAE=0.0580,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2020_COVID_Crash,90,10,MAE=0.0542,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2020_COVID_Crash,120,10,MAE=0.0536,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2022_Rate_Hike,60,10,MAE=0.0508,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,90,10,MAE=0.0508,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2022_Rate_Hike,90,10,MAE=0.0588,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2022_Rate_Hike,120,10,MAE=0.0504,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2022_Rate_Hike,252,10,MAE=0.0552,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2023_AI_Wave,252,1,MAE=0.0560,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,PatchTST,2023_AI_Wave,252,5,MAE=0.0906,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2023_AI_Wave,252,5,MAE=0.0568,Error exceeds 5% of normalized range
HIGH_MAE,WARNING,SNN,2023_AI_Wave,252,10,MAE=0.0554,Error exceeds 5% of normalized range
