Market,Window,Horizon,Model,Period,MAE,R2,RMSE,N_samples,Seed
SP500,252,5,Mamba,2010_Euro_Debt_Crisis,0.0049253567121922,0.8684349060058594,0.0064599814548909,564,2620
SP500,252,5,SNN,2010_Euro_Debt_Crisis,0.0152340531349182,-0.1065703630447387,0.018734857161468,564,2620
SP500,252,5,Ensemble,2010_Euro_Debt_Crisis,0.0098157823085784,0.5435072183609009,0.0120331080468088,564,2620
SP500,252,10,ARIMA,2010_Euro_Debt_Crisis,0.0060039660742263,0.8121715483941769,0.0077021368078846,568,2620
SP500,252,10,Bi-RNN,2010_Euro_Debt_Crisis,0.0053764497861266,0.8326056003570557,0.0073109606113148,559,2620
SP500,252,10,Bi-GRU,2010_Euro_Debt_Crisis,0.0197273213416337,-0.7143818140029907,0.0233968690512089,559,2620
SP500,252,10,Bi-LSTM,2010_Euro_Debt_Crisis,0.0061392532661557,0.8069695234298706,0.0078508545724836,559,2620
SP500,252,10,PatchTST,2010_Euro_Debt_Crisis,0.0242747385054826,-1.7326743602752686,0.0295391446695468,559,2620
SP500,252,10,Mamba,2010_Euro_Debt_Crisis,0.0061840894632041,0.7891240119934082,0.0082057356937541,559,2620
SP500,252,10,SNN,2010_Euro_Debt_Crisis,0.0173765551298856,-0.3543763160705566,0.0207957051971962,559,2620
SP500,252,10,Ensemble,2010_Euro_Debt_Crisis,0.0109715741127729,0.4639305472373962,0.0130832154419529,559,2620
SP500,30,1,ARIMA,2015_China_Crash,0.0034986146612557,0.9046617088489076,0.004588470260944,189,2620
SP500,30,1,Bi-RNN,2015_China_Crash,0.0043926392681896,0.8366567492485046,0.0060059934112664,189,2620
SP500,30,1,Bi-GRU,2015_China_Crash,0.004618196748197,0.8079720735549927,0.0065120309762974,189,2620
SP500,30,1,Bi-LSTM,2015_China_Crash,0.0041743437759578,0.845534086227417,0.0058405070701618,189,2620
SP500,30,1,PatchTST,2015_China_Crash,0.028592424467206,-3.43227481842041,0.0312858223487559,189,2620
SP500,30,1,Mamba,2015_China_Crash,0.0033853899221867,0.9069666266441344,0.0045326656451298,189,2620
SP500,30,1,SNN,2015_China_Crash,0.0051586953923106,0.7770273685455322,0.0070171379531064,189,2620
SP500,30,1,Ensemble,2015_China_Crash,0.0061987661756575,0.7710067629814148,0.0071112439060685,189,2620
SP500,30,5,ARIMA,2015_China_Crash,0.0071999292145012,0.5098323861657463,0.0104041485945766,189,2620
SP500,30,5,Bi-RNN,2015_China_Crash,0.0069046928547322,0.5997401475906372,0.0093793135457353,185,2620
SP500,30,5,Bi-GRU,2015_China_Crash,0.0070111555978655,0.5614619851112366,0.0098175627197136,185,2620
SP500,30,5,Bi-LSTM,2015_China_Crash,0.0069909347221255,0.5681802034378052,0.009742072134264,185,2620
SP500,30,5,PatchTST,2015_China_Crash,0.0397923439741134,-8.1591215133667,0.0448669948377795,185,2620
SP500,30,5,Mamba,2015_China_Crash,0.0071152248419821,0.5672992467880249,0.0097520044081858,185,2620
SP500,30,5,SNN,2015_China_Crash,0.008616273291409,0.3652243018150329,0.0118116401437542,185,2620
SP500,30,5,Ensemble,2015_China_Crash,0.0087899705395102,0.4902284741401672,0.0105849260548841,185,2620
SP500,30,10,ARIMA,2015_China_Crash,0.0097950857341979,0.1921126900777346,0.0133570217391173,189,2620
SP500,30,10,Bi-RNN,2015_China_Crash,0.0085616772994399,0.4134638905525207,0.0113665272815517,180,2620
SP500,30,10,Bi-GRU,2015_China_Crash,0.0091109732165932,0.2898666262626648,0.0125069199998815,180,2620
SP500,30,10,Bi-LSTM,2015_China_Crash,0.0106546860188245,0.0711469650268554,0.0143038817828027,180,2620
SP500,30,10,PatchTST,2015_China_Crash,0.0125962067395448,-0.2521518468856811,0.0166076769858551,180,2620
SP500,30,10,Mamba,2015_China_Crash,0.0114385709166526,-0.0315968990325927,0.015074239982182,180,2620
SP500,30,10,SNN,2015_China_Crash,0.0115812039002776,-0.0942193269729614,0.0155250356978609,180,2620
SP500,30,10,Ensemble,2015_China_Crash,0.0101006533950567,0.1420156359672546,0.0137473851318133,180,2620
SP500,60,1,ARIMA,2015_China_Crash,0.0032382200423352,0.913602750737647,0.0043680157671483,189,2620
SP500,60,1,Bi-RNN,2015_China_Crash,0.0047986600548028,0.8279427289962769,0.0061641152388555,189,2620
SP500,60,1,Bi-GRU,2015_China_Crash,0.003730988362804,0.878395676612854,0.005182135485199,189,2620
SP500,60,1,Bi-LSTM,2015_China_Crash,0.0051089846529066,0.773216962814331,0.0070768425491135,189,2620
SP500,60,1,PatchTST,2015_China_Crash,0.0129101919010281,-0.0637189149856567,0.0153266655893579,189,2620
SP500,60,1,Mamba,2015_China_Crash,0.0035727559588849,0.897290825843811,0.0047625427860492,189,2620
SP500,60,1,SNN,2015_China_Crash,0.0072944443672895,0.5929360389709473,0.0094812495234201,189,2620
SP500,60,1,Ensemble,2015_China_Crash,0.0053093074820935,0.7915785312652588,0.0067843069064198,189,2620
SP500,60,5,ARIMA,2015_China_Crash,0.0069072222591777,0.5807979547862203,0.0096215698267896,189,2620
SP500,60,5,Bi-RNN,2015_China_Crash,0.0071018822491168,0.5396305322647095,0.010058965736867,185,2620
SP500,60,5,Bi-GRU,2015_China_Crash,0.0067881736904382,0.6091768741607666,0.0092680882570025,185,2620
SP500,60,5,Bi-LSTM,2015_China_Crash,0.0072384346276521,0.5445657968521118,0.0100049030309336,185,2620
SP500,60,5,PatchTST,2015_China_Crash,0.024232318624854,-3.3535361289978027,0.0309329358049104,185,2620
SP500,60,5,Mamba,2015_China_Crash,0.007138586603105,0.5691762566566467,0.0097308295217083,185,2620
SP500,60,5,SNN,2015_China_Crash,0.0115961022675037,0.1325420141220092,0.0138077935399376,185,2620
SP500,60,5,Ensemble,2015_China_Crash,0.0079801650717854,0.4560911655426025,0.0109335981667267,185,2620
SP500,60,10,ARIMA,2015_China_Crash,0.0094351379724886,0.291343669363811,0.0125098492190729,189,2620
SP500,60,10,Bi-RNN,2015_China_Crash,0.0088241389021277,0.3993138670921325,0.0115028171598573,180,2620
SP500,60,10,Bi-GRU,2015_China_Crash,0.0095218056812882,0.2491745948791504,0.0128602638923095,180,2620
SP500,60,10,Bi-LSTM,2015_China_Crash,0.0096116783097386,0.2146756649017334,0.0131523979614014,180,2620
SP500,60,10,PatchTST,2015_China_Crash,0.0136040011420845,-0.3679741621017456,0.0173587865088605,180,2620
SP500,60,10,Mamba,2015_China_Crash,0.0110044991597533,0.0580754280090332,0.0144041776652171,180,2620
SP500,60,10,SNN,2015_China_Crash,0.0115170665085315,-0.0123049020767211,0.0149326225794292,180,2620
SP500,60,10,Ensemble,2015_China_Crash,0.0097846919670701,0.2184367179870605,0.0131208651581096,180,2620
SP500,90,1,ARIMA,2015_China_Crash,0.0032859491243075,0.9135699915197336,0.0043688437982491,189,2620
SP500,90,1,Bi-RNN,2015_China_Crash,0.0055247629061341,0.8129647970199585,0.0064268170911606,189,2620
SP500,90,1,Bi-GRU,2015_China_Crash,0.003822399303317,0.8695812225341797,0.0053666620435334,189,2620
SP500,90,1,Bi-LSTM,2015_China_Crash,0.0043520592153072,0.8424409627914429,0.0058986939009775,189,2620
SP500,90,1,PatchTST,2015_China_Crash,0.0086130741983652,0.3962156176567077,0.0115471591953607,189,2620
SP500,90,1,Mamba,2015_China_Crash,0.0034839967265725,0.9033159017562866,0.0046207419081858,189,2620
SP500,90,1,SNN,2015_China_Crash,0.0114858262240886,0.0991603732109069,0.0141045092529643,189,2620
SP500,90,1,Ensemble,2015_China_Crash,0.0050174016505479,0.786768913269043,0.0068621388750956,189,2620
SP500,90,5,ARIMA,2015_China_Crash,0.006692000713974,0.6036996966665844,0.0093550570860594,189,2620
SP500,90,5,Bi-RNN,2015_China_Crash,0.010405502282083,0.1849560737609863,0.0133841424722783,185,2620
SP500,90,5,Bi-GRU,2015_China_Crash,0.0069089774042367,0.5777026414871216,0.0096340574053384,185,2620
SP500,90,5,Bi-LSTM,2015_China_Crash,0.0071199275553226,0.5467190146446228,0.0099812241006444,185,2620
SP500,90,5,PatchTST,2015_China_Crash,0.0176586154848337,-0.9338873624801636,0.0206165334013522,185,2620
SP500,90,5,Mamba,2015_China_Crash,0.0071354247629642,0.556275486946106,0.0098754470662835,185,2620
SP500,90,5,SNN,2015_China_Crash,0.0116095151752233,0.1047742962837219,0.0140270495569453,185,2620
SP500,90,5,Ensemble,2015_China_Crash,0.0084545891731977,0.4200789332389831,0.0112897542938282,185,2620
SP500,90,10,ARIMA,2015_China_Crash,0.0091854097670899,0.3273591907705407,0.0121878147880873,189,2620
SP500,90,10,Bi-RNN,2015_China_Crash,0.0085900211706757,0.391742467880249,0.0115750839527669,180,2620
SP500,90,10,Bi-GRU,2015_China_Crash,0.0099308872595429,0.1994857788085937,0.0132789863864535,180,2620
SP500,90,10,Bi-LSTM,2015_China_Crash,0.0093706995248794,0.266375184059143,0.012712103601348,180,2620
SP500,90,10,PatchTST,2015_China_Crash,0.0160320997238159,-0.6846784353256226,0.0192636652195839,180,2620
SP500,90,10,Mamba,2015_China_Crash,0.0099948337301611,0.2214767932891845,0.013095322333346,180,2620
SP500,90,10,SNN,2015_China_Crash,0.013041540980339,-0.29048752784729,0.0168599900876119,180,2620
SP500,90,10,Ensemble,2015_China_Crash,0.0089694773778319,0.3593279719352722,0.0118795038296871,180,2620
SP500,120,1,ARIMA,2015_China_Crash,0.0032463004991273,0.9157151061644668,0.0043142877877145,189,2620
SP500,120,1,Bi-RNN,2015_China_Crash,0.0042405040003359,0.8473518490791321,0.0058060400428414,189,2620
SP500,120,1,Bi-GRU,2015_China_Crash,0.0038611080963164,0.8669744729995728,0.0054200310953837,189,2620
SP500,120,1,Bi-LSTM,2015_China_Crash,0.0046541709452867,0.8225905895233154,0.0062592536275939,189,2620
SP500,120,1,PatchTST,2015_China_Crash,0.0269911251962184,-2.948559045791626,0.0295293278469117,189,2620
SP500,120,1,Mamba,2015_China_Crash,0.0034914186690002,0.9002188444137573,0.0046941661450994,189,2620
SP500,120,1,SNN,2015_China_Crash,0.017026113346219,-0.6857986450195312,0.0192946580709426,189,2620
SP500,120,1,Ensemble,2015_China_Crash,0.0079230228438973,0.6329059600830078,0.0090037389720833,189,2620
SP500,120,5,ARIMA,2015_China_Crash,0.0066100371320541,0.6221664904590523,0.0091344935978791,189,2620
SP500,120,5,Bi-RNN,2015_China_Crash,0.0067280163057148,0.6135047078132629,0.009216630295324,185,2620
SP500,120,5,Bi-GRU,2015_China_Crash,0.0075575998052954,0.5055700540542603,0.0104244334849394,185,2620
SP500,120,5,Bi-LSTM,2015_China_Crash,0.0072075678035616,0.5774533748626709,0.0096369008154151,185,2620
SP500,120,5,PatchTST,2015_China_Crash,0.0131898131221532,-0.2300772666931152,0.0164424400230604,185,2620
SP500,120,5,Mamba,2015_China_Crash,0.0070490939542651,0.5529000759124756,0.0099129376687833,185,2620
SP500,120,5,SNN,2015_China_Crash,0.0146532421931624,-0.3505551815032959,0.0172288478243151,185,2620
SP500,120,5,Ensemble,2015_China_Crash,0.0074569908902049,0.5857943892478943,0.009541310551789,185,2620
SP500,120,10,ARIMA,2015_China_Crash,0.0090552718869182,0.3514801578840836,0.0119672916109016,189,2620
SP500,120,10,Bi-RNN,2015_China_Crash,0.0088302185758948,0.4025858044624328,0.0114714460882522,180,2620
SP500,120,10,Bi-GRU,2015_China_Crash,0.0101186279207468,0.1829903125762939,0.0134151030864744,180,2620
SP500,120,10,Bi-LSTM,2015_China_Crash,0.0092742657288908,0.2641949653625488,0.0127309787635426,180,2620
SP500,120,10,PatchTST,2015_China_Crash,0.0212677884846925,-2.3464717864990234,0.0271502592827153,180,2620
SP500,120,10,Mamba,2015_China_Crash,0.0109840864315629,0.0626755356788635,0.0143689615230175,180,2620
SP500,120,10,SNN,2015_China_Crash,0.0135981747880578,-0.1836079359054565,0.0161467217826139,180,2620
SP500,120,10,Ensemble,2015_China_Crash,0.0096907867118716,0.2394264340400695,0.0129434791860234,180,2620
SP500,252,1,ARIMA,2015_China_Crash,0.0031818494835346,0.9173853612284528,0.0042713262402877,189,2620
SP500,252,1,Bi-RNN,2015_China_Crash,0.0044866208918392,0.8274030685424805,0.0061737752227943,189,2620
SP500,252,1,Bi-GRU,2015_China_Crash,0.0036474715452641,0.8837819695472717,0.005066067337224,189,2620
SP500,252,1,Bi-LSTM,2015_China_Crash,0.0044107502326369,0.8363212943077087,0.0060121571320655,189,2620
SP500,252,1,PatchTST,2015_China_Crash,0.0127772707492113,-0.1279146671295166,0.01578237490463,189,2620
SP500,252,1,Mamba,2015_China_Crash,0.0037161870859563,0.8906731605529785,0.0049135757097602,189,2620
SP500,252,1,SNN,2015_China_Crash,0.0191118754446506,-0.9929212331771852,0.0209787353852253,189,2620
SP500,252,1,Ensemble,2015_China_Crash,0.0058454144746065,0.7841142416000366,0.0069047229714105,189,2620
SP500,252,5,ARIMA,2015_China_Crash,0.0066827079643261,0.6181890467515858,0.009182447017599,189,2620
SP500,252,5,Bi-RNN,2015_China_Crash,0.0077021489851176,0.444972813129425,0.0110447828561725,185,2620
SP500,252,5,Bi-GRU,2015_China_Crash,0.0067930007353425,0.6154695749282837,0.0091931718974734,185,2620
SP500,252,5,Bi-LSTM,2015_China_Crash,0.006932973396033,0.5571886301040649,0.0098652802668823,185,2620
SP500,252,5,PatchTST,2015_China_Crash,0.0119237322360277,0.0859768986701965,0.0141735501700052,185,2620
SP500,252,5,Mamba,2015_China_Crash,0.0075621465221047,0.5281028747558594,0.010184125446201,185,2620
SP500,252,5,SNN,2015_China_Crash,0.0146990418434143,-0.2915639877319336,0.016848374756137,185,2620
SP500,252,5,Ensemble,2015_China_Crash,0.0071362536400556,0.6119619011878967,0.0092350070629848,185,2620
SP500,252,10,ARIMA,2015_China_Crash,0.0091431256553056,0.3449970560725667,0.0120269599724934,189,2620
SP500,252,10,Bi-RNN,2015_China_Crash,0.0086739072576165,0.3625288009643554,0.0118497907932126,180,2620
SP500,252,10,Bi-GRU,2015_China_Crash,0.0097543196752667,0.2293944954872131,0.0130285611416685,180,2620
SP500,252,10,Bi-LSTM,2015_China_Crash,0.0096871005371212,0.1994088292121887,0.0132796247097898,180,2620
SP500,252,10,PatchTST,2015_China_Crash,0.0142219150438904,-0.3042612075805664,0.0169497263595659,180,2620
SP500,252,10,Mamba,2015_China_Crash,0.010643983259797,0.0930214524269104,0.0141344499944481,180,2620
SP500,252,10,SNN,2015_China_Crash,0.011359236203134,0.1973784565925598,0.0132964533239314,180,2620
SP500,252,10,Ensemble,2015_China_Crash,0.0090596238151192,0.3652774095535278,0.0118242164585191,180,2620
SP500,30,1,ARIMA,2018_Trade_War,0.0041055181195609,0.8985566803414082,0.0058955110708718,251,2620
SP500,30,1,Bi-RNN,2018_Trade_War,0.0074741221033036,0.7725387811660767,0.0088280229844786,251,2620
SP500,30,1,Bi-GRU,2018_Trade_War,0.0056504537351429,0.7979292869567871,0.0083207309686505,251,2620
SP500,30,1,Bi-LSTM,2018_Trade_War,0.0104934740811586,0.5729774832725525,0.012095814945838,251,2620
SP500,30,1,PatchTST,2018_Trade_War,0.0195989031344652,-0.9634816646575928,0.0259372058996796,251,2620
SP500,30,1,Mamba,2018_Trade_War,0.0046976627781987,0.8910294771194458,0.0061103234471044,251,2620
SP500,30,1,SNN,2018_Trade_War,0.0101239020004868,0.5800108313560486,0.0119957885127298,251,2620
SP500,30,1,Ensemble,2018_Trade_War,0.006845589261502,0.7634478807449341,0.0090027077723083,251,2620
SP500,30,5,ARIMA,2018_Trade_War,0.0090311917206253,0.5807905250277288,0.0119846478604803,251,2620
SP500,30,5,Bi-RNN,2018_Trade_War,0.0107433749362826,0.5189195871353149,0.0129314017437976,247,2620
SP500,30,5,Bi-GRU,2018_Trade_War,0.0093766031786799,0.5489553809165955,0.0125212165913295,247,2620
SP500,30,5,Bi-LSTM,2018_Trade_War,0.0117325745522975,0.4371591210365295,0.0139871611738269,247,2620
SP500,30,5,PatchTST,2018_Trade_War,0.0168194603174924,-0.4942052364349365,0.022789872430301,247,2620
SP500,30,5,Mamba,2018_Trade_War,0.0094503471627831,0.5060933828353882,0.0131026521776159,247,2620
SP500,30,5,SNN,2018_Trade_War,0.014315390959382,0.073356807231903,0.0179470491628724,247,2620
SP500,30,5,Ensemble,2018_Trade_War,0.0103745171800255,0.4803541302680969,0.0134397290582884,247,2620
SP500,30,10,ARIMA,2018_Trade_War,0.0120229460354648,0.2292277900267656,0.0162507255878535,251,2620
SP500,30,10,Bi-RNN,2018_Trade_War,0.0138275846838951,0.2206318974494934,0.0166215705915246,242,2620
SP500,30,10,Bi-GRU,2018_Trade_War,0.0142407529056072,-0.1261084079742431,0.0199797871094435,242,2620
SP500,30,10,Bi-LSTM,2018_Trade_War,0.0138063747435808,0.0060128569602966,0.0187711612738404,242,2620
SP500,30,10,PatchTST,2018_Trade_War,0.0254119094461202,-1.6935491561889648,0.0309003372865239,242,2620
SP500,30,10,Mamba,2018_Trade_War,0.0123162195086479,0.2536284923553467,0.0162659067149918,242,2620
SP500,30,10,SNN,2018_Trade_War,0.0229033250361681,-1.3186402320861816,0.0286693227210796,242,2620
SP500,30,10,Ensemble,2018_Trade_War,0.0132979927584528,0.0978581309318542,0.0178829093799137,242,2620
SP500,60,1,ARIMA,2018_Trade_War,0.0039180133281202,0.9105105634730416,0.0055372689698381,251,2620
SP500,60,1,Bi-RNN,2018_Trade_War,0.007616561371833,0.7603076696395874,0.0090622663936688,251,2620
SP500,60,1,Bi-GRU,2018_Trade_War,0.0053909933194518,0.8226202726364136,0.0077958192013869,251,2620
SP500,60,1,Bi-LSTM,2018_Trade_War,0.0080048236995935,0.7382317185401917,0.0094703991157323,251,2620
SP500,60,1,PatchTST,2018_Trade_War,0.0165543723851442,-0.334583044052124,0.0213836849033459,251,2620
SP500,60,1,Mamba,2018_Trade_War,0.0041865864768624,0.8982473611831665,0.0059044930611091,251,2620
SP500,60,1,SNN,2018_Trade_War,0.0105713857337832,0.4573119282722473,0.0136359345881772,251,2620
SP500,60,1,Ensemble,2018_Trade_War,0.0069885053671896,0.7491058111190796,0.0092716069899212,251,2620
SP500,60,5,ARIMA,2018_Trade_War,0.0089786135473381,0.5771240646248662,0.0120369434052841,251,2620
SP500,60,5,Bi-RNN,2018_Trade_War,0.011154712177813,0.5026814937591553,0.0131478304702664,247,2620
SP500,60,5,Bi-GRU,2018_Trade_War,0.0111514143645763,0.2856748700141907,0.0157574057852797,247,2620
SP500,60,5,Bi-LSTM,2018_Trade_War,0.0120256477966904,0.4174884557723999,0.0142294804315333,247,2620
SP500,60,5,PatchTST,2018_Trade_War,0.0155806606635451,-0.1008151769638061,0.0195611315369418,247,2620
SP500,60,5,Mamba,2018_Trade_War,0.0092458436265587,0.5361771583557129,0.0126973429074082,247,2620
SP500,60,5,SNN,2018_Trade_War,0.021899402141571,-0.6944164037704468,0.024268717854176,247,2620
SP500,60,5,Ensemble,2018_Trade_War,0.0108303120359778,0.4809756278991699,0.0134316899152206,247,2620
SP500,60,10,ARIMA,2018_Trade_War,0.011982994179109,0.2420803268823742,0.0161146665327371,251,2620
SP500,60,10,Bi-RNN,2018_Trade_War,0.0142482677474617,0.2110644578933715,0.0167232821420812,242,2620
SP500,60,10,Bi-GRU,2018_Trade_War,0.0145620554685592,-0.1783523559570312,0.0204379966727711,242,2620
SP500,60,10,Bi-LSTM,2018_Trade_War,0.0156829636543989,-0.2809609174728393,0.0213092758850124,242,2620
SP500,60,10,PatchTST,2018_Trade_War,0.0178237743675708,-0.7301552295684814,0.0247652825924521,242,2620
SP500,60,10,Mamba,2018_Trade_War,0.0133328139781951,0.0377355217933654,0.0184691955139814,242,2620
SP500,60,10,SNN,2018_Trade_War,0.0155622754245996,-0.0551401376724243,0.0193399718921216,242,2620
SP500,60,10,Ensemble,2018_Trade_War,0.0131623866036534,0.113091766834259,0.0177312808183856,242,2620
SP500,90,1,ARIMA,2018_Trade_War,0.0039470619154836,0.909352467681373,0.0055729830967018,251,2620
SP500,90,1,Bi-RNN,2018_Trade_War,0.0073171411640942,0.7416999340057373,0.009407451834249,251,2620
SP500,90,1,Bi-GRU,2018_Trade_War,0.0057962043210864,0.7855772972106934,0.0085712695079981,251,2620
SP500,90,1,Bi-LSTM,2018_Trade_War,0.0068048541434109,0.7924456000328064,0.0084328768851144,251,2620
SP500,90,1,PatchTST,2018_Trade_War,0.0213455259799957,-1.0822796821594238,0.0267103315585494,251,2620
SP500,90,1,Mamba,2018_Trade_War,0.0043860808946192,0.8976147770881653,0.0059228184314628,251,2620
SP500,90,1,SNN,2018_Trade_War,0.0147007564082741,0.1485490202903747,0.0170800674949905,251,2620
SP500,90,1,Ensemble,2018_Trade_War,0.0071011064574122,0.7268162965774536,0.0096746919836593,251,2620
SP500,90,5,ARIMA,2018_Trade_War,0.0089657177179624,0.580494880940207,0.0119888731535749,251,2620
SP500,90,5,Bi-RNN,2018_Trade_War,0.0120037980377674,0.4332045316696167,0.0140362131901348,247,2620
SP500,90,5,Bi-GRU,2018_Trade_War,0.0103232469409704,0.3722222447395324,0.0147720146001758,247,2620
SP500,90,5,Bi-LSTM,2018_Trade_War,0.0121451029554009,0.3571817278861999,0.0149479237261982,247,2620
SP500,90,5,PatchTST,2018_Trade_War,0.0220565143972635,-1.0751333236694336,0.026857139795506,247,2620
SP500,90,5,Mamba,2018_Trade_War,0.0095255151391029,0.4833535552024841,0.0134008854424531,247,2620
SP500,90,5,SNN,2018_Trade_War,0.0148449167609214,0.1293098926544189,0.0173967678463047,247,2620
SP500,90,5,Ensemble,2018_Trade_War,0.0104621332138776,0.4291543364524841,0.0140862736647306,247,2620
SP500,90,10,ARIMA,2018_Trade_War,0.0119278852347879,0.2310389596400913,0.0162316212852206,251,2620
SP500,90,10,Bi-RNN,2018_Trade_War,0.0134678855538368,0.2813734412193298,0.0159607161527219,242,2620
SP500,90,10,Bi-GRU,2018_Trade_War,0.0143169993534684,-0.1378998756408691,0.0200841184564499,242,2620
SP500,90,10,Bi-LSTM,2018_Trade_War,0.0448767207562923,-5.814411163330078,0.0491490261904888,242,2620
SP500,90,10,PatchTST,2018_Trade_War,0.0148851014673709,-0.151641845703125,0.0202050294064265,242,2620
SP500,90,10,Mamba,2018_Trade_War,0.0127700082957744,0.1353231072425842,0.0175076427638202,242,2620
SP500,90,10,SNN,2018_Trade_War,0.0183261446654796,-0.2701449394226074,0.0212191217825581,242,2620
SP500,90,10,Ensemble,2018_Trade_War,0.0133851310238242,-0.0374602079391479,0.019177256019002,242,2620
SP500,120,1,ARIMA,2018_Trade_War,0.0039205021402521,0.9102181954754848,0.0055463069087208,251,2620
SP500,120,1,Bi-RNN,2018_Trade_War,0.0079393377527594,0.7442421913146973,0.0093610416873324,251,2620
SP500,120,1,Bi-GRU,2018_Trade_War,0.0055068433284759,0.808138906955719,0.0081078036410988,251,2620
SP500,120,1,Bi-LSTM,2018_Trade_War,0.0069928946904838,0.7910242676734924,0.0084617015075347,251,2620
SP500,120,1,PatchTST,2018_Trade_War,0.0128541495651006,0.1537650227546692,0.017027670299263,251,2620
SP500,120,1,Mamba,2018_Trade_War,0.006342900916934,0.7999809980392456,0.0082783804367672,251,2620
SP500,120,1,SNN,2018_Trade_War,0.0123201897367835,0.3337080478668213,0.0151092198756192,251,2620
SP500,120,1,Ensemble,2018_Trade_War,0.0067970566451549,0.7833889126777649,0.0086148968891612,251,2620
SP500,120,5,ARIMA,2018_Trade_War,0.0088742974107182,0.5896253143213334,0.0118576878753886,251,2620
SP500,120,5,Bi-RNN,2018_Trade_War,0.011314264498651,0.4332277178764343,0.0140359254916077,247,2620
SP500,120,5,Bi-GRU,2018_Trade_War,0.0103451926261186,0.3689055442810058,0.0148109854780758,247,2620
SP500,120,5,Bi-LSTM,2018_Trade_War,0.0137178963050246,-0.0009616613388061,0.018652861710292,247,2620
SP500,120,5,PatchTST,2018_Trade_War,0.0150237111374735,-0.1183617115020752,0.0197164140281993,247,2620
SP500,120,5,Mamba,2018_Trade_War,0.0099453208968043,0.4379382729530334,0.0139774765965927,247,2620
SP500,120,5,SNN,2018_Trade_War,0.0152391055598855,0.0151306986808776,0.0185023152170878,247,2620
SP500,120,5,Ensemble,2018_Trade_War,0.0102989794686436,0.4154107570648193,0.0142548341204078,247,2620
SP500,120,10,ARIMA,2018_Trade_War,0.0119157395660252,0.2686600938533913,0.0158295791496328,251,2620
SP500,120,10,Bi-RNN,2018_Trade_War,0.012637042440474,0.3244381546974182,0.0154750942034869,242,2620
SP500,120,10,Bi-GRU,2018_Trade_War,0.0128188859671354,0.0457152724266052,0.0183924567482503,242,2620
SP500,120,10,Bi-LSTM,2018_Trade_War,0.0143081611022353,-0.1316547393798828,0.0200289284062169,242,2620
SP500,120,10,PatchTST,2018_Trade_War,0.018297541886568,-0.6538141965866089,0.0242127499050492,242,2620
SP500,120,10,Mamba,2018_Trade_War,0.0128209013491868,0.1317716240882873,0.0175435608883557,242,2620
SP500,120,10,SNN,2018_Trade_War,0.0197679623961448,-0.5634329319000244,0.0235418378973092,242,2620
SP500,120,10,Ensemble,2018_Trade_War,0.0130334850400686,0.1555008292198181,0.0173021615425844,242,2620
SP500,252,1,ARIMA,2018_Trade_War,0.0038350808427042,0.9134985564690792,0.005444041289392,251,2620
SP500,252,1,Bi-RNN,2018_Trade_War,0.0063278167508542,0.7767901420593262,0.0087451337855973,251,2620
SP500,252,1,Bi-GRU,2018_Trade_War,0.0051675839349627,0.8300169706344604,0.0076315466706387,251,2620
SP500,252,1,Bi-LSTM,2018_Trade_War,0.0085528828203678,0.7191950082778931,0.0098087168442605,251,2620
SP500,252,1,PatchTST,2018_Trade_War,0.013480233028531,0.0093292593955993,0.0184235969160642,251,2620
SP500,252,1,Mamba,2018_Trade_War,0.0046623740345239,0.8849777579307556,0.0062777018467914,251,2620
SP500,252,1,SNN,2018_Trade_War,0.0120124965906143,0.407008945941925,0.0142539035937136,251,2620
SP500,252,1,Ensemble,2018_Trade_War,0.0062741632573306,0.7960980534553528,0.0083583477406535,251,2620
SP500,252,5,ARIMA,2018_Trade_War,0.0087426056455276,0.5972992064575544,0.0117462969454719,251,2620
SP500,252,5,Bi-RNN,2018_Trade_War,0.0127437375485897,0.1775415539741516,0.0169080585694101,247,2620
SP500,252,5,Bi-GRU,2018_Trade_War,0.0101476730778813,0.4197344183921814,0.0142020221166993,247,2620
SP500,252,5,Bi-LSTM,2018_Trade_War,0.0119610605761408,0.2704500555992126,0.0159244444830288,247,2620
SP500,252,5,PatchTST,2018_Trade_War,0.0128079466521739,0.1040517091751098,0.017647298334673,247,2620
SP500,252,5,Mamba,2018_Trade_War,0.0098813865333795,0.4881331324577331,0.0133387543490372,247,2620
SP500,252,5,SNN,2018_Trade_War,0.0122583210468292,0.372085690498352,0.0147736212113104,247,2620
SP500,252,5,Ensemble,2018_Trade_War,0.0103298667818307,0.4330935478210449,0.0140375873228338,247,2620
SP500,252,10,ARIMA,2018_Trade_War,0.0117927169664915,0.2791234714691676,0.0157159332479812,251,2620
SP500,252,10,Bi-RNN,2018_Trade_War,0.0128078600391745,0.2897003889083862,0.0158679769162667,242,2620
SP500,252,10,Bi-GRU,2018_Trade_War,0.0152984866872429,-0.2585881948471069,0.021122366977601,242,2620
SP500,252,10,Bi-LSTM,2018_Trade_War,0.0169229079037904,-0.4581351280212402,0.0227352449530869,242,2620
SP500,252,10,PatchTST,2018_Trade_War,0.0245959050953388,-1.9938814640045168,0.0325775217954105,242,2620
SP500,252,10,Mamba,2018_Trade_War,0.0127173708751797,0.1763608455657959,0.0170871349299621,242,2620
SP500,252,10,SNN,2018_Trade_War,0.0192096717655658,-0.4701048135757446,0.0228283698219302,242,2620
