Market,Window,Horizon,Model,Period,MAE,R2,RMSE,N_samples
SP500,90,5,PatchTST,2008_Financial_Crisis,0.04212454706430435,-0.34054815769195557,0.05438758576325432,374
SP500,90,5,Mamba,2008_Financial_Crisis,0.007234543561935425,0.957850992679596,0.00964389156103244,374
SP500,90,5,SNN,2008_Financial_Crisis,0.019119879230856895,0.7221174240112305,0.024762202236569306,374
SP500,90,5,Ensemble,2008_Financial_Crisis,0.013965039514005184,0.8566175699234009,0.017787156567679017,374
SP500,90,10,ARIMA,2008_Financial_Crisis,0.008473427743711934,0.9396082649069779,0.011595434214356106,378
SP500,90,10,Bi-RNN,2008_Financial_Crisis,0.012883882969617844,0.8785691857337952,0.016251781582600343,369
SP500,90,10,Bi-GRU,2008_Financial_Crisis,0.010574300773441792,0.9006555676460266,0.01469969424431078,369
SP500,90,10,Bi-LSTM,2008_Financial_Crisis,0.010452142916619778,0.9087511301040649,0.014088031817011236,369
SP500,90,10,PatchTST,2008_Financial_Crisis,0.025418687611818314,0.4327969551086426,0.03512414983370866,369
SP500,90,10,Mamba,2008_Financial_Crisis,0.009655616246163845,0.9195953607559204,0.013224436380044724,369
SP500,90,10,SNN,2008_Financial_Crisis,0.0324590802192688,0.20213431119918823,0.04165828966456103,369
SP500,90,10,Ensemble,2008_Financial_Crisis,0.01455009263008833,0.8248497247695923,0.01951829883213835,369
SP500,120,1,ARIMA,2008_Financial_Crisis,0.003379498921006626,0.9903520141871155,0.004634646244683392,378
SP500,120,1,Bi-RNN,2008_Financial_Crisis,0.005390919279307127,0.9783007502555847,0.006950573389813035,378
SP500,120,1,Bi-GRU,2008_Financial_Crisis,0.00448541808873415,0.9839702844619751,0.005973940454600206,378
SP500,120,1,Bi-LSTM,2008_Financial_Crisis,0.00738411583006382,0.9643999338150024,0.008902738484372516,378
SP500,120,1,PatchTST,2008_Financial_Crisis,0.031517304480075836,0.4037926197052002,0.03643316847267831,378
SP500,120,1,Mamba,2008_Financial_Crisis,0.00519739743322134,0.9763293862342834,0.007259439557243271,378
SP500,120,1,SNN,2008_Financial_Crisis,0.013511145487427711,0.8631471395492554,0.01745521436682719,378
SP500,120,1,Ensemble,2008_Financial_Crisis,0.010015894658863544,0.9341744780540466,0.012105852670373205,378
SP500,120,5,ARIMA,2008_Financial_Crisis,0.006411052783189034,0.9676356153376465,0.008488519287206012,378
SP500,120,5,Bi-RNN,2008_Financial_Crisis,0.010893303900957108,0.910639226436615,0.014042100125123528,374
SP500,120,5,Bi-GRU,2008_Financial_Crisis,0.007667067926377058,0.9505535364151001,0.010445423737790826,374
SP500,120,5,Bi-LSTM,2008_Financial_Crisis,0.007923337630927563,0.9547330141067505,0.009994233105820354,374
SP500,120,5,PatchTST,2008_Financial_Crisis,0.060954175889492035,-1.289806604385376,0.07108172875730069,374
SP500,120,5,Mamba,2008_Financial_Crisis,0.009205934591591358,0.9362238049507141,0.011862818571119203,374
SP500,120,5,SNN,2008_Financial_Crisis,0.018549464643001556,0.7160026431083679,0.025033161913839405,374
SP500,120,5,Ensemble,2008_Financial_Crisis,0.017381027340888977,0.7959635257720947,0.02121839071512651,374
SP500,120,10,ARIMA,2008_Financial_Crisis,0.008514892579470763,0.9395458673458829,0.01160142294792,378
SP500,120,10,Bi-RNN,2008_Financial_Crisis,0.011157536879181862,0.8978991508483887,0.014902228019672448,369
SP500,120,10,Bi-GRU,2008_Financial_Crisis,0.010420795530080795,0.9028016328811646,0.014540051778344148,369
SP500,120,10,Bi-LSTM,2008_Financial_Crisis,0.010732430033385754,0.8987998962402344,0.014836346374350693,369
SP500,120,10,PatchTST,2008_Financial_Crisis,0.02205740660429001,0.5968180894851685,0.029613319690308545,369
SP500,120,10,Mamba,2008_Financial_Crisis,0.010527458041906357,0.9040015339851379,0.01445002742143756,369
SP500,120,10,SNN,2008_Financial_Crisis,0.021462075412273407,0.6158772706985474,0.028904904393824742,369
SP500,120,10,Ensemble,2008_Financial_Crisis,0.013371715322136879,0.8506632447242737,0.01802270265265721,369
SP500,252,1,ARIMA,2008_Financial_Crisis,0.0033335213648608038,0.9907444865202351,0.004539400712309798,378
SP500,252,1,Bi-RNN,2008_Financial_Crisis,0.04491645470261574,-0.6575064659118652,0.06074714609740379,378
SP500,252,1,Bi-GRU,2008_Financial_Crisis,0.004128352273255587,0.9865373969078064,0.005474727706516218,378
SP500,252,1,Bi-LSTM,2008_Financial_Crisis,0.005395309068262577,0.9784651398658752,0.006924196491661777,378
SP500,252,1,PatchTST,2008_Financial_Crisis,0.026960311457514763,0.45889705419540405,0.03470868922713376,378
SP500,252,1,Mamba,2008_Financial_Crisis,0.006478897295892239,0.9644097685813904,0.008901512900863679,378
SP500,252,1,SNN,2008_Financial_Crisis,0.015393388457596302,0.8064486384391785,0.020758519816650105,378
SP500,252,1,Ensemble,2008_Financial_Crisis,0.015408416278660297,0.8127137422561646,0.020419785490223635,378
SP500,252,5,ARIMA,2008_Financial_Crisis,0.006322450648742308,0.9683756481496208,0.008390910316138958,378
SP500,252,5,Bi-RNN,2008_Financial_Crisis,0.010215089656412601,0.9241358637809753,0.012938290782220627,374
SP500,252,5,Bi-GRU,2008_Financial_Crisis,0.007625270169228315,0.955135703086853,0.009949678978433716,374
SP500,252,5,Bi-LSTM,2008_Financial_Crisis,0.0075540244579315186,0.9526753425598145,0.010218858782841966,374
SP500,252,5,PatchTST,2008_Financial_Crisis,0.046277403831481934,-0.8694140911102295,0.06422606483970118,374
SP500,252,5,Mamba,2008_Financial_Crisis,0.009040904231369495,0.9362557530403137,0.011859845332810154,374
SP500,252,5,SNN,2008_Financial_Crisis,0.01830109767615795,0.7118812203407288,0.025214151659936887,374
SP500,252,5,Ensemble,2008_Financial_Crisis,0.014939909800887108,0.8309965133666992,0.01931107290854028,374
SP500,252,10,ARIMA,2008_Financial_Crisis,0.00837898962871792,0.9403684961819885,0.011522219477862167,378
SP500,252,10,Bi-RNN,2008_Financial_Crisis,0.042954154312610626,-0.6174052953720093,0.059312465638571815,369
SP500,252,10,Bi-GRU,2008_Financial_Crisis,0.010563619434833527,0.8999706506729126,0.014750280105737907,369
SP500,252,10,Bi-LSTM,2008_Financial_Crisis,0.00883812177926302,0.9385155439376831,0.011564298016547321,369
SP500,252,10,PatchTST,2008_Financial_Crisis,0.038366787135601044,-0.16626214981079102,0.050365673215790586,369
SP500,252,10,Mamba,2008_Financial_Crisis,0.00984434224665165,0.9213335514068604,0.013080712621337925,369
SP500,252,10,SNN,2008_Financial_Crisis,0.01771247386932373,0.7288154363632202,0.024286727238874883,369
SP500,252,10,Ensemble,2008_Financial_Crisis,0.017881810665130615,0.7259016036987305,0.02441685898977199,369
SP500,30,1,ARIMA,2010_Euro_Debt_Crisis,0.002103386987827595,0.9735984066256849,0.002887657015955213,568
SP500,30,1,Bi-RNN,2010_Euro_Debt_Crisis,0.0021399545948952436,0.9724393486976624,0.0029503628597923742,568
SP500,30,1,Bi-GRU,2010_Euro_Debt_Crisis,0.0023383302614092827,0.9702335596084595,0.003066152805654369,568
SP500,30,1,Bi-LSTM,2010_Euro_Debt_Crisis,0.0030906880274415016,0.9544908404350281,0.003791227982164167,568
SP500,30,1,PatchTST,2010_Euro_Debt_Crisis,0.014988254755735397,-0.03606247901916504,0.018089373269426185,568
SP500,30,1,Mamba,2010_Euro_Debt_Crisis,0.002379241632297635,0.9669384956359863,0.0032314091473370217,568
SP500,30,1,SNN,2010_Euro_Debt_Crisis,0.0037612251471728086,0.9202415347099304,0.005019020582972216,568
SP500,30,1,Ensemble,2010_Euro_Debt_Crisis,0.0036821465473622084,0.9331939816474915,0.004593443204217774,568
SP500,30,5,ARIMA,2010_Euro_Debt_Crisis,0.0045615381066183205,0.8821945336641789,0.006099767204873398,568
SP500,30,5,Bi-RNN,2010_Euro_Debt_Crisis,0.005128017161041498,0.871826708316803,0.006376166061902371,564
SP500,30,5,Bi-GRU,2010_Euro_Debt_Crisis,0.004409492015838623,0.8963264226913452,0.005734491800080507,564
SP500,30,5,Bi-LSTM,2010_Euro_Debt_Crisis,0.0043039703741669655,0.897474467754364,0.0057026528106238344,564
SP500,30,5,PatchTST,2010_Euro_Debt_Crisis,0.02547415904700756,-1.6193721294403076,0.028824346284691462,564
SP500,30,5,Mamba,2010_Euro_Debt_Crisis,0.0048882015980780125,0.8699058890342712,0.006423766140328499,564
SP500,30,5,SNN,2010_Euro_Debt_Crisis,0.005039015784859657,0.8594568371772766,0.006676759911364295,564
SP500,30,5,Ensemble,2010_Euro_Debt_Crisis,0.006151966284960508,0.8278738856315613,0.007388976288052878,564
SP500,30,10,ARIMA,2010_Euro_Debt_Crisis,0.005932698390787844,0.8169250739300172,0.007604050159310071,568
SP500,30,10,Bi-RNN,2010_Euro_Debt_Crisis,0.005789652932435274,0.8262733221054077,0.007447958538247484,559
SP500,30,10,Bi-GRU,2010_Euro_Debt_Crisis,0.005522761028259993,0.8322052359580994,0.007319697832528342,559
SP500,30,10,Bi-LSTM,2010_Euro_Debt_Crisis,0.007203074637800455,0.7474609613418579,0.008979832609459117,559
SP500,30,10,PatchTST,2010_Euro_Debt_Crisis,0.01967090182006359,-0.6059750318527222,0.022645054457866406,559
SP500,30,10,Mamba,2010_Euro_Debt_Crisis,0.00604252889752388,0.7994612455368042,0.008002084734872317,559
SP500,30,10,SNN,2010_Euro_Debt_Crisis,0.006751568987965584,0.7523353695869446,0.008892747859735196,559
SP500,30,10,Ensemble,2010_Euro_Debt_Crisis,0.0066420650109648705,0.794369101524353,0.00810304332187361,559
SP500,60,1,ARIMA,2010_Euro_Debt_Crisis,0.002045924465744056,0.9742811658032361,0.00285007427769839,568
SP500,60,1,Bi-RNN,2010_Euro_Debt_Crisis,0.003486564615741372,0.9418413639068604,0.0042858577907517745,568
SP500,60,1,Bi-GRU,2010_Euro_Debt_Crisis,0.0024567001964896917,0.9673471450805664,0.003211377155028398,568
SP500,60,1,Bi-LSTM,2010_Euro_Debt_Crisis,0.0020707175135612488,0.974174439907074,0.002855980243786633,568
SP500,60,1,PatchTST,2010_Euro_Debt_Crisis,0.02171965129673481,-0.9065979719161987,0.024539184617753083,568
SP500,60,1,Mamba,2010_Euro_Debt_Crisis,0.002445894293487072,0.9667532444000244,0.0032404492053832636,568
SP500,60,1,SNN,2010_Euro_Debt_Crisis,0.005406588315963745,0.8471832871437073,0.0069472987075769495,568
SP500,60,1,Ensemble,2010_Euro_Debt_Crisis,0.0047869253903627396,0.8959319591522217,0.005733096578150152,568
SP500,60,5,ARIMA,2010_Euro_Debt_Crisis,0.004550203568942414,0.8810221217194887,0.006130044810746367,568
SP500,60,5,Bi-RNN,2010_Euro_Debt_Crisis,0.0047107599675655365,0.8854382634162903,0.006028102255125911,564
SP500,60,5,Bi-GRU,2010_Euro_Debt_Crisis,0.0056916289031505585,0.8260166049003601,0.00742873336495371,564
SP500,60,5,Bi-LSTM,2010_Euro_Debt_Crisis,0.004985252395272255,0.8737789392471313,0.006327422612263173,564
SP500,60,5,PatchTST,2010_Euro_Debt_Crisis,0.01965872384607792,-0.5849344730377197,0.022421596374591533,564
SP500,60,5,Mamba,2010_Euro_Debt_Crisis,0.004964086227118969,0.8778461813926697,0.006224642417973072,564
SP500,60,5,SNN,2010_Euro_Debt_Crisis,0.00699165603145957,0.7414385676383972,0.009056131881841512,564
SP500,60,5,Ensemble,2010_Euro_Debt_Crisis,0.006341625936329365,0.8153451085090637,0.007653168116469993,564
SP500,60,10,ARIMA,2010_Euro_Debt_Crisis,0.00599445968662737,0.809446917854137,0.007757799090230049,568
SP500,60,10,Bi-RNN,2010_Euro_Debt_Crisis,0.00559702655300498,0.829472005367279,0.007379073126035803,559
SP500,60,10,Bi-GRU,2010_Euro_Debt_Crisis,0.005914222449064255,0.817939281463623,0.0076245132566756454,559
SP500,60,10,Bi-LSTM,2010_Euro_Debt_Crisis,0.00607331795617938,0.8056110143661499,0.007878432303404674,559
SP500,60,10,PatchTST,2010_Euro_Debt_Crisis,0.01974777691066265,-0.5679513216018677,0.02237537142592497,559
SP500,60,10,Mamba,2010_Euro_Debt_Crisis,0.005755584221333265,0.8186757564544678,0.007609075908096504,559
SP500,60,10,SNN,2010_Euro_Debt_Crisis,0.0076873162761330605,0.7011206150054932,0.009769041238722574,559
SP500,60,10,Ensemble,2010_Euro_Debt_Crisis,0.006789133884012699,0.7795020937919617,0.008390854791850231,559
SP500,90,1,ARIMA,2010_Euro_Debt_Crisis,0.0020383664954208127,0.9745075074991695,0.002837505352139888,568
SP500,90,1,Bi-RNN,2010_Euro_Debt_Crisis,0.002220231806859374,0.9713408946990967,0.003008582501432896,568
SP500,90,1,Bi-GRU,2010_Euro_Debt_Crisis,0.002217962173745036,0.9727024435997009,0.0029362467575145576,568
SP500,90,1,Bi-LSTM,2010_Euro_Debt_Crisis,0.002542550675570965,0.9654369950294495,0.0033039706387104433,568
SP500,90,1,PatchTST,2010_Euro_Debt_Crisis,0.013619236648082733,0.09574824571609497,0.016899554072386726,568
SP500,90,1,Mamba,2010_Euro_Debt_Crisis,0.00232115900143981,0.9685832858085632,0.003150003302098177,568
SP500,90,1,SNN,2010_Euro_Debt_Crisis,0.0069656833074986935,0.7550036907196045,0.008796508271020445,568
SP500,90,1,Ensemble,2010_Euro_Debt_Crisis,0.004124237224459648,0.9149472713470459,0.005182922393345738,568
SP500,90,5,ARIMA,2010_Euro_Debt_Crisis,0.004522076523849938,0.8836209494880479,0.006062726041836795,568
SP500,90,5,Bi-RNN,2010_Euro_Debt_Crisis,0.004617432132363319,0.8884626626968384,0.005947999967610698,564
SP500,90,5,Bi-GRU,2010_Euro_Debt_Crisis,0.004867170006036758,0.8671382069587708,0.006491736656366506,564
SP500,90,5,Bi-LSTM,2010_Euro_Debt_Crisis,0.004556584637612104,0.8896411061286926,0.005916495848062519,564
SP500,90,5,PatchTST,2010_Euro_Debt_Crisis,0.034610968083143234,-3.793333053588867,0.038992373282900075,564
SP500,90,5,Mamba,2010_Euro_Debt_Crisis,0.005426807329058647,0.8427817821502686,0.007061749093963778,564
SP500,90,5,SNN,2010_Euro_Debt_Crisis,0.0076971943490207195,0.7059551477432251,0.009657564805660605,564
SP500,90,5,Ensemble,2010_Euro_Debt_Crisis,0.008001310750842094,0.7209042310714722,0.009408870575271054,564
SP500,90,10,ARIMA,2010_Euro_Debt_Crisis,0.006041238376940933,0.8096097347903097,0.007754484079544573,568
SP500,90,10,Bi-RNN,2010_Euro_Debt_Crisis,0.005680830683559179,0.8284832835197449,0.007400434041342658,559
SP500,90,10,Bi-GRU,2010_Euro_Debt_Crisis,0.005673417821526527,0.832798421382904,0.007306748157074232,559
SP500,90,10,Bi-LSTM,2010_Euro_Debt_Crisis,0.0060407198034226894,0.7918503284454346,0.008152519463513076,559
SP500,90,10,PatchTST,2010_Euro_Debt_Crisis,0.011472969315946102,0.38069450855255127,0.014062302371960978,559
SP500,90,10,Mamba,2010_Euro_Debt_Crisis,0.005846010986715555,0.8014928698539734,0.007961447749945434,559
SP500,90,10,SNN,2010_Euro_Debt_Crisis,0.010178818367421627,0.5205119848251343,0.012373507902457762,559
SP500,90,10,Ensemble,2010_Euro_Debt_Crisis,0.0064126718789339066,0.7942158579826355,0.008106061597049352,559
SP500,120,1,ARIMA,2010_Euro_Debt_Crisis,0.002017532503158262,0.9746606520641712,0.002828969444531918,568
SP500,120,1,Bi-RNN,2010_Euro_Debt_Crisis,0.002506793709471822,0.9655942320823669,0.0032964489066531905,568
SP500,120,1,Bi-GRU,2010_Euro_Debt_Crisis,0.0032108216546475887,0.9448427557945251,0.0041738009431294834,568
SP500,120,1,Bi-LSTM,2010_Euro_Debt_Crisis,0.002803385490551591,0.9602718949317932,0.0035422514505252197,568
SP500,120,1,PatchTST,2010_Euro_Debt_Crisis,0.008696287870407104,0.6162817478179932,0.011008719633323054,568
SP500,120,1,Mamba,2010_Euro_Debt_Crisis,0.002350518712773919,0.9668627977371216,0.0032351064703056657,568
SP500,120,1,SNN,2010_Euro_Debt_Crisis,0.018745126202702522,-0.6000701189041138,0.022480194502747696,568
SP500,120,1,Ensemble,2010_Euro_Debt_Crisis,0.005351105239242315,0.8688193559646606,0.006436732796861337,568
SP500,120,5,ARIMA,2010_Euro_Debt_Crisis,0.004585301488538636,0.8825983010540028,0.006089305037397462,568
SP500,120,5,Bi-RNN,2010_Euro_Debt_Crisis,0.005775035824626684,0.8277119398117065,0.00739245098530969,564
SP500,120,5,Bi-GRU,2010_Euro_Debt_Crisis,0.004978999961167574,0.8758727312088013,0.006274722178478748,564
SP500,120,5,Bi-LSTM,2010_Euro_Debt_Crisis,0.00522187165915966,0.8653141260147095,0.006536148703864445,564
SP500,120,5,PatchTST,2010_Euro_Debt_Crisis,0.021050920709967613,-1.2627043724060059,0.026790127592865576,564
SP500,120,5,Mamba,2010_Euro_Debt_Crisis,0.004704607184976339,0.8829450011253357,0.006093345453954973,564
SP500,120,5,SNN,2010_Euro_Debt_Crisis,0.008742721751332283,0.6564429998397827,0.01043903250400016,564
SP500,120,5,Ensemble,2010_Euro_Debt_Crisis,0.006824175361543894,0.764251172542572,0.008647401673923237,564
SP500,120,10,ARIMA,2010_Euro_Debt_Crisis,0.006087469451797099,0.8078099224090862,0.00779105051712037,568
SP500,120,10,Bi-RNN,2010_Euro_Debt_Crisis,0.005457935389131308,0.8337350487709045,0.007286254521020516,559
SP500,120,10,Bi-GRU,2010_Euro_Debt_Crisis,0.00622692983597517,0.802881121635437,0.007933559720165009,559
SP500,120,10,Bi-LSTM,2010_Euro_Debt_Crisis,0.006121859885752201,0.7982679009437561,0.008025858334429493,559
SP500,120,10,PatchTST,2010_Euro_Debt_Crisis,0.02469518408179283,-1.976081132888794,0.030826652393621357,559
SP500,120,10,Mamba,2010_Euro_Debt_Crisis,0.005856072064489126,0.8184783458709717,0.007613217369149703,559
SP500,120,10,SNN,2010_Euro_Debt_Crisis,0.009630252607166767,0.5829730033874512,0.011539475622244295,559
SP500,120,10,Ensemble,2010_Euro_Debt_Crisis,0.007713065482676029,0.7188692092895508,0.009474540414300696,559
SP500,252,1,ARIMA,2010_Euro_Debt_Crisis,0.002008243321532975,0.9750047755820892,0.0028096942290743864,568
SP500,252,1,Bi-RNN,2010_Euro_Debt_Crisis,0.0037045255303382874,0.9283298254013062,0.004757730053803346,568
SP500,252,1,Bi-GRU,2010_Euro_Debt_Crisis,0.0026507398579269648,0.9642667770385742,0.003359437003636021,568
SP500,252,1,Bi-LSTM,2010_Euro_Debt_Crisis,0.0026864518877118826,0.9622402787208557,0.0034533851986562627,568
SP500,252,1,PatchTST,2010_Euro_Debt_Crisis,0.025383763015270233,-2.3157989978790283,0.03236120267684062,568
SP500,252,1,Mamba,2010_Euro_Debt_Crisis,0.003548351814970374,0.9315245747566223,0.004650481110366502,568
SP500,252,1,SNN,2010_Euro_Debt_Crisis,0.022351566702127457,-1.268218755722046,0.026765355731513785,568
SP500,252,1,Ensemble,2010_Euro_Debt_Crisis,0.008319892920553684,0.659205436706543,0.01037473250392193,568
SP500,252,5,ARIMA,2010_Euro_Debt_Crisis,0.004510205483560298,0.8858323323172055,0.006004849177061177,568
SP500,252,5,Bi-RNN,2010_Euro_Debt_Crisis,0.0048430380411446095,0.8803519606590271,0.0061604676911555575,564
SP500,252,5,Bi-GRU,2010_Euro_Debt_Crisis,0.021742425858974457,-1.0792551040649414,0.025681166434445086,564
SP500,252,5,Bi-LSTM,2010_Euro_Debt_Crisis,0.005656733643263578,0.838528037071228,0.007156644797669424,564
SP500,252,5,PatchTST,2010_Euro_Debt_Crisis,0.01943100430071354,-0.8613468408584595,0.02429822381758866,564
SP500,252,5,Mamba,2010_Euro_Debt_Crisis,0.004925356712192297,0.8684349060058594,0.006459981454890907,564
SP500,252,5,SNN,2010_Euro_Debt_Crisis,0.015234053134918213,-0.10657036304473877,0.018734857161468044,564
SP500,252,5,Ensemble,2010_Euro_Debt_Crisis,0.009815782308578491,0.5435072183609009,0.012033108046808814,564
SP500,252,10,ARIMA,2010_Euro_Debt_Crisis,0.006003966074226376,0.8121715483941769,0.007702136807884694,568
SP500,252,10,Bi-RNN,2010_Euro_Debt_Crisis,0.005376449786126614,0.8326056003570557,0.0073109606113148035,559
SP500,252,10,Bi-GRU,2010_Euro_Debt_Crisis,0.019727321341633797,-0.7143818140029907,0.023396869051208902,559
SP500,252,10,Bi-LSTM,2010_Euro_Debt_Crisis,0.00613925326615572,0.8069695234298706,0.00785085457248368,559
SP500,252,10,PatchTST,2010_Euro_Debt_Crisis,0.024274738505482674,-1.7326743602752686,0.029539144669546873,559
SP500,252,10,Mamba,2010_Euro_Debt_Crisis,0.006184089463204145,0.7891240119934082,0.008205735693754148,559
SP500,252,10,SNN,2010_Euro_Debt_Crisis,0.017376555129885674,-0.35437631607055664,0.020795705197196233,559
SP500,252,10,Ensemble,2010_Euro_Debt_Crisis,0.010971574112772942,0.46393054723739624,0.013083215441952982,559
SP500,30,1,ARIMA,2015_China_Crash,0.0034986146612557517,0.9046617088489077,0.004588470260944092,189
SP500,30,1,Bi-RNN,2015_China_Crash,0.004392639268189669,0.8366567492485046,0.006005993411266471,189
SP500,30,1,Bi-GRU,2015_China_Crash,0.004618196748197079,0.8079720735549927,0.006512030976297474,189
SP500,30,1,Bi-LSTM,2015_China_Crash,0.004174343775957823,0.845534086227417,0.00584050707016186,189
SP500,30,1,PatchTST,2015_China_Crash,0.028592424467206,-3.43227481842041,0.031285822348755925,189
SP500,30,1,Mamba,2015_China_Crash,0.0033853899221867323,0.9069666266441345,0.004532665645129874,189
SP500,30,1,SNN,2015_China_Crash,0.005158695392310619,0.7770273685455322,0.007017137953106429,189
SP500,30,1,Ensemble,2015_China_Crash,0.006198766175657511,0.7710067629814148,0.007111243906068536,189
SP500,30,5,ARIMA,2015_China_Crash,0.007199929214501299,0.5098323861657463,0.010404148594576642,189
SP500,30,5,Bi-RNN,2015_China_Crash,0.006904692854732275,0.5997401475906372,0.009379313545735325,185
SP500,30,5,Bi-GRU,2015_China_Crash,0.0070111555978655815,0.5614619851112366,0.00981756271971367,185
SP500,30,5,Bi-LSTM,2015_China_Crash,0.00699093472212553,0.5681802034378052,0.009742072134264073,185
SP500,30,5,PatchTST,2015_China_Crash,0.039792343974113464,-8.1591215133667,0.04486699483777953,185
SP500,30,5,Mamba,2015_China_Crash,0.007115224841982126,0.5672992467880249,0.009752004408185815,185
SP500,30,5,SNN,2015_China_Crash,0.008616273291409016,0.36522430181503296,0.011811640143754227,185
SP500,30,5,Ensemble,2015_China_Crash,0.00878997053951025,0.49022847414016724,0.010584926054884118,185
SP500,30,10,ARIMA,2015_China_Crash,0.00979508573419796,0.19211269007773468,0.013357021739117386,189
SP500,30,10,Bi-RNN,2015_China_Crash,0.008561677299439907,0.41346389055252075,0.011366527281551771,180
SP500,30,10,Bi-GRU,2015_China_Crash,0.009110973216593266,0.2898666262626648,0.01250691999988151,180
SP500,30,10,Bi-LSTM,2015_China_Crash,0.010654686018824577,0.07114696502685547,0.014303881782802712,180
SP500,30,10,PatchTST,2015_China_Crash,0.012596206739544868,-0.25215184688568115,0.016607676985855153,180
SP500,30,10,Mamba,2015_China_Crash,0.01143857091665268,-0.03159689903259277,0.015074239982182016,180
SP500,30,10,SNN,2015_China_Crash,0.011581203900277615,-0.09421932697296143,0.015525035697860986,180
SP500,30,10,Ensemble,2015_China_Crash,0.010100653395056725,0.14201563596725464,0.013747385131813315,180
SP500,60,1,ARIMA,2015_China_Crash,0.0032382200423352265,0.913602750737647,0.004368015767148396,189
SP500,60,1,Bi-RNN,2015_China_Crash,0.004798660054802895,0.8279427289962769,0.0061641152388555095,189
SP500,60,1,Bi-GRU,2015_China_Crash,0.003730988362804055,0.878395676612854,0.005182135485199052,189
SP500,60,1,Bi-LSTM,2015_China_Crash,0.005108984652906656,0.773216962814331,0.0070768425491135115,189
SP500,60,1,PatchTST,2015_China_Crash,0.012910191901028156,-0.06371891498565674,0.01532666558935796,189
SP500,60,1,Mamba,2015_China_Crash,0.0035727559588849545,0.897290825843811,0.004762542786049225,189
SP500,60,1,SNN,2015_China_Crash,0.007294444367289543,0.5929360389709473,0.009481249523420186,189
SP500,60,1,Ensemble,2015_China_Crash,0.005309307482093573,0.7915785312652588,0.0067843069064198016,189
SP500,60,5,ARIMA,2015_China_Crash,0.006907222259177718,0.5807979547862203,0.009621569826789644,189
SP500,60,5,Bi-RNN,2015_China_Crash,0.007101882249116898,0.5396305322647095,0.010058965736867006,185
SP500,60,5,Bi-GRU,2015_China_Crash,0.006788173690438271,0.6091768741607666,0.009268088257002512,185
SP500,60,5,Bi-LSTM,2015_China_Crash,0.007238434627652168,0.5445657968521118,0.0100049030309336,185
SP500,60,5,PatchTST,2015_China_Crash,0.024232318624854088,-3.3535361289978027,0.03093293580491047,185
SP500,60,5,Mamba,2015_China_Crash,0.007138586603105068,0.5691762566566467,0.009730829521708381,185
SP500,60,5,SNN,2015_China_Crash,0.011596102267503738,0.13254201412200928,0.013807793539937663,185
SP500,60,5,Ensemble,2015_China_Crash,0.00798016507178545,0.45609116554260254,0.01093359816672671,185
SP500,60,10,ARIMA,2015_China_Crash,0.009435137972488643,0.29134366936381106,0.012509849219072909,189
SP500,60,10,Bi-RNN,2015_China_Crash,0.008824138902127743,0.39931386709213257,0.011502817159857378,180
SP500,60,10,Bi-GRU,2015_China_Crash,0.009521805681288242,0.2491745948791504,0.01286026389230952,180
SP500,60,10,Bi-LSTM,2015_China_Crash,0.009611678309738636,0.2146756649017334,0.013152397961401408,180
SP500,60,10,PatchTST,2015_China_Crash,0.013604001142084599,-0.3679741621017456,0.017358786508860503,180
SP500,60,10,Mamba,2015_China_Crash,0.011004499159753323,0.0580754280090332,0.01440417766521716,180
SP500,60,10,SNN,2015_China_Crash,0.01151706650853157,-0.012304902076721191,0.01493262257942929,180
SP500,60,10,Ensemble,2015_China_Crash,0.009784691967070103,0.21843671798706055,0.013120865158109602,180
SP500,90,1,ARIMA,2015_China_Crash,0.0032859491243075662,0.9135699915197337,0.004368843798249186,189
SP500,90,1,Bi-RNN,2015_China_Crash,0.005524762906134129,0.8129647970199585,0.006426817091160672,189
SP500,90,1,Bi-GRU,2015_China_Crash,0.00382239930331707,0.8695812225341797,0.005366662043533476,189
SP500,90,1,Bi-LSTM,2015_China_Crash,0.004352059215307236,0.8424409627914429,0.005898693900977589,189
SP500,90,1,PatchTST,2015_China_Crash,0.008613074198365211,0.39621561765670776,0.011547159195360743,189
SP500,90,1,Mamba,2015_China_Crash,0.0034839967265725136,0.9033159017562866,0.004620741908185847,189
SP500,90,1,SNN,2015_China_Crash,0.011485826224088669,0.09916037321090698,0.014104509252964317,189
SP500,90,1,Ensemble,2015_China_Crash,0.005017401650547981,0.786768913269043,0.006862138875095628,189
SP500,90,5,ARIMA,2015_China_Crash,0.006692000713974036,0.6036996966665844,0.009355057086059488,189
SP500,90,5,Bi-RNN,2015_China_Crash,0.010405502282083035,0.18495607376098633,0.01338414247227833,185
SP500,90,5,Bi-GRU,2015_China_Crash,0.0069089774042367935,0.5777026414871216,0.009634057405338497,185
SP500,90,5,Bi-LSTM,2015_China_Crash,0.007119927555322647,0.5467190146446228,0.009981224100644418,185
SP500,90,5,PatchTST,2015_China_Crash,0.017658615484833717,-0.9338873624801636,0.020616533401352225,185
SP500,90,5,Mamba,2015_China_Crash,0.007135424762964249,0.556275486946106,0.009875447066283542,185
SP500,90,5,SNN,2015_China_Crash,0.01160951517522335,0.10477429628372192,0.014027049556945304,185
SP500,90,5,Ensemble,2015_China_Crash,0.008454589173197746,0.42007893323898315,0.011289754293828277,185
SP500,90,10,ARIMA,2015_China_Crash,0.009185409767089932,0.32735919077054076,0.01218781478808732,189
